terminaltypefsk,platformname,terminaltypename,platformfsk,gamename,fdate,versionname,versionfsk,gamefsk,mip,mpu,avgmpu,marppu,marpu,mspu_ip
600000,70000075,600000,70000075,4530170387,2016-03,4620470577,4620470577,4530170387,0,0,0,0,0,0
600000,70000075,600000,70000075,4530170387,2016-07,4620470577,4620470577,4530170387,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-02,4394627121,4394627121,1396902,"3,102.64",843,49,3.6805,"3,102.64","2,306.71"
600001,58606667,600001,58606667,1396902,2016-02,4620470525,4620470525,1396902,437.89,149,8,2.9389,437.89,257.46
600001,58606667,600001,58606667,1396902,2016-04,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-05,4215784943,4215784943,1396902,"11,687.78","1,549",102,7.5454,0.1926,"5,046.3"
600001,58606667,600001,58606667,1396902,2016-05,4620470567,4620470567,1396902,970.72,238,15,4.0787,0.2383,517.74
600001,58606667,600001,58606667,1396902,2016-06,4620470525,4620470525,1396902,168.81,77,4,2.1923,0.0658,104.68
600001,58606667,600001,58606667,1396902,2016-08,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-10,4446851392,4446851392,1396902,"14,950.3","2,820",170,5.3015,0.3557,"7,473"
600001,58606667,600001,58606667,1396902,2016-10,4620470565,4620470565,1396902,45.29,1,0,45.29,1.1918,0
600001,58606667,600001,58606667,1396902,2016-10,4620470681,4620470681,1396902,"49,600.97","8,445",524,5.8734,0.243,"21,562"
600001,58606667,600001,58606667,1396902,2016-12,550054,550054,1396902,0.94,1,0,0.94,0.0553,0
600001,58606667,600001,58606667,1396902,2016-12,3792577594,3792577594,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-12,4270597459,4270597459,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-01,4394627121,4394627121,1396902,"1,436.87",467,26,3.0768,0.1639,923
600001,58606667,600001,58606667,1396902,2017-02,550054,550054,1396902,228.8,119,6,1.9227,0.1189,212
600001,58606667,600001,58606667,1396902,2017-02,3792577594,3792577594,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-02,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-04,4446851392,4446851392,1396902,"4,318.89",770,53,5.6089,0.0849,"1,380"
600001,58606667,600001,58606667,1396902,2017-06,550054,550054,1396902,141.86,43,2,3.2991,0.0876,76
600001,58606667,600001,58606667,1396902,2017-06,3792577594,3792577594,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-06,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-08,4446851392,4446851392,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-08,4620470681,4620470681,1396902,430.77,2,0,215.385,0.006,0
600001,58606667,600001,58606667,1396902,2017-09,4620470525,4620470525,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-10,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-11,4620470567,4620470567,1396902,1.72,2,0,0.86,0.0105,1
600001,58606667,600001,58606667,1396902,2017-12,3,3,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-12,4394627121,4394627121,1396902,714.78,236,14,3.0287,0.1307,515
600001,58606667,600001,58606667,1396902,2018-02,4296224839,4296224839,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-03,550054,550054,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-04,4394627121,4394627121,1396902,423.75,100,17,4.2375,0.1939,235
600001,58606669,600001,58606669,1396902,2016-05,4620470681,4620470681,1396902,58.59,26,1,2.2535,0.0229,36.69
600001,58606669,600001,58606669,1396902,2016-07,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606669,600001,58606669,1396902,2016-09,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606669,600001,58606669,1396902,2016-12,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606671,600001,58606671,1396902,2016-05,4215784943,4215784943,1396902,26.92,1,0,26.92,0.0035,26.92
600001,58606671,600001,58606671,1396902,2016-07,4620470681,4620470681,1396902,6.69,1,0,6.69,0.0018,6.7
600001,58606671,600001,58606671,1396902,2016-09,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606671,600001,58606671,1396902,2016-10,4620470681,4620470681,1396902,0.94,1,0,0.94,0.0004,0
600001,58606672,600001,58606672,1396902,2016-02,4215784943,4215784943,1396902,331,12,1,27.5833,331,56
600001,58606672,600001,58606672,1396902,2016-06,4215784943,4215784943,1396902,332,10,1,33.2,0.0525,114
600001,58606672,600001,58606672,1396902,2017-01,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606672,600001,58606672,1396902,2017-03,4620470681,4620470681,1396902,1.99,1,0,1.99,0.0038,1
600001,58606674,600001,58606674,1396902,2016-04,4215784943,4215784943,1396902,8.98,1,0,8.98,0.0029,0
600001,58606674,600001,58606674,1396902,2016-06,4620470681,4620470681,1396902,81.87,6,0,13.645,0.0285,26.95
600001,58606674,600001,58606674,1396902,2017-05,4620470681,4620470681,1396902,2.99,1,0,2.99,0.0016,2
600001,58606674,600001,58606674,1396902,2017-12,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606676,600001,58606676,1396902,2016-06,4215784943,4215784943,1396902,33.97,2,0,16.985,0.0197,8.98
600001,58606676,600001,58606676,1396902,2016-11,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606676,600001,58606676,1396902,2017-01,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606676,600001,58606676,1396902,2017-12,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-01,4497834352,4497834352,1396895,38.11,14,1,2.7221,38.11,13.36
600001,58930167,600001,58930167,1396895,2016-02,120330566,120330566,1396895,"3,402.74","1,223",95,2.7823,"3,402.74","2,591.68"
600001,58930167,600001,58930167,1396895,2016-02,4620470681,4620470681,1396895,"81,042.77","8,923",791,9.0825,"81,042.77","19,208.17"
600001,58930167,600001,58930167,1396895,2016-04,3792577594,3792577594,1396895,36.92,3,2,12.3067,0.0914,8.02
600000,70000075,600000,70000075,4530170387,2017-01,4620470577,4620470577,4530170387,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-01,4296224839,4296224839,1396902,881.65,89,6,9.9062,881.65,213.27
600001,58606667,600001,58606667,1396902,2016-03,4394627121,4394627121,1396902,"3,382.09",801,46,4.2223,"3,382.09","2,455.4"
600001,58606667,600001,58606667,1396902,2016-03,4620470525,4620470525,1396902,262.18,93,5,2.8191,262.18,134.86
600001,58606667,600001,58606667,1396902,2016-04,3792577594,3792577594,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-04,4620470567,4620470567,1396902,600.44,162,12,3.7064,0.1802,391.05
600001,58606667,600001,58606667,1396902,2016-08,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-08,4620470567,4620470567,1396902,632.82,157,12,4.0307,0.179,327.87
600001,58606667,600001,58606667,1396902,2016-12,4296224839,4296224839,1396902,20.85,7,0,2.9786,0.0324,11
600001,58606667,600001,58606667,1396902,2017-02,4296224839,4296224839,1396902,75.64,14,1,5.4029,0.1623,23
600001,58606667,600001,58606667,1396902,2017-03,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-03,4620470567,4620470567,1396902,187.63,20,2,9.3815,0.2792,48
600001,58606667,600001,58606667,1396902,2017-04,4394627121,4394627121,1396902,"2,465.79",441,29,5.5914,0.1524,976
600001,58606667,600001,58606667,1396902,2017-05,4620470681,4620470681,1396902,"51,385.67","9,750",589,5.2703,0.2693,"21,742"
600001,58606667,600001,58606667,1396902,2017-06,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-07,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-08,4394627121,4394627121,1396902,"1,357.9",258,16,5.2632,0.2117,858
600001,58606667,600001,58606667,1396902,2017-08,4620470525,4620470525,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-09,4446851392,4446851392,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-09,4620470681,4620470681,1396902,287.18,1,0,287.18,0.005,0
600001,58606667,600001,58606667,1396902,2017-11,4296224839,4296224839,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-12,4620470681,4620470681,1396902,"3,418.24",470,30,7.2729,0.0965,452
600001,58606667,600001,58606667,1396902,2018-03,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606669,600001,58606669,1396902,2016-02,4215784943,4215784943,1396902,84.86,12,0,7.0717,84.86,14.95
600001,58606669,600001,58606669,1396902,2016-04,4620470681,4620470681,1396902,58.6,25,1,2.344,0.0201,49.68
600001,58606669,600001,58606669,1396902,2016-08,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606669,600001,58606669,1396902,2017-01,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606671,600001,58606671,1396902,2016-04,4215784943,4215784943,1396902,14.93,3,0,4.9767,0.0014,9.94
600001,58606671,600001,58606671,1396902,2016-06,4620470681,4620470681,1396902,3.77,2,0,1.885,0.0008,3.77
600001,58606671,600001,58606671,1396902,2016-11,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606671,600001,58606671,1396902,2017-01,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606672,600001,58606672,1396902,2016-01,4620470681,4620470681,1396902,236,12,0,19.6667,236,162
600001,58606672,600001,58606672,1396902,2016-10,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606672,600001,58606672,1396902,2017-02,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2016-01,4215784943,4215784943,1396902,29.95,4,0,7.4875,29.95,5.99
600001,58606674,600001,58606674,1396902,2016-10,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-02,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-11,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2018-01,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2018-03,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606676,600001,58606676,1396902,2017-08,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-01,3774464440,3774464440,1396895,"1,285.43",166,15,7.7436,"1,285.43",275.07
600001,58930167,600001,58930167,1396895,2016-01,4221124431,4221124431,1396895,"3,341.68",390,40,8.5684,"3,341.68",967.09
600001,58930167,600001,58930167,1396895,2016-01,4620470603,4620470603,1396895,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-02,4620470525,4620470525,1396895,368.55,167,12,2.2069,368.55,271.6
600001,58930167,600001,58930167,1396895,2016-03,4620470681,4620470681,1396895,"81,235.03","9,220",818,8.8107,"81,235.03","20,526.81"
600001,58930167,600001,58930167,1396895,2016-04,4580440387,4580440387,1396895,0.47,1,0,0.47,0.094,0.47
600001,58930167,600001,58930167,1396895,2016-05,4215784943,4215784943,1396895,"12,249.14","1,469",133,8.3384,0.0456,"1,547.78"
600001,58930167,600001,58930167,1396895,2016-05,4620470567,4620470567,1396895,"3,677.78","1,135",127,3.2403,0.3286,"1,433.29"
600001,58930167,600001,58930167,1396895,2016-05,4620470603,4620470603,1396895,0.23,1,0,0.23,0.0004,0.23
600001,58930167,600001,58930167,1396895,2016-06,4620470525,4620470525,1396895,239.71,105,8,2.283,0.067,122.6
600001,58930167,600001,58930167,1396895,2016-08,4580440387,4580440387,1396895,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-09,4132653432,4132653432,1396895,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-09,4221124431,4221124431,1396895,"2,217.93",274,31,8.0946,0.4074,341.13
600001,58930167,600001,58930167,1396895,2016-10,120330566,120330566,1396895,"1,401.85",364,38,3.8512,0.2095,734
600001,58930167,600001,58930167,1396895,2016-11,4394627121,4394627121,1396895,"3,663.31",902,96,4.0613,0.2543,"1,057"
600001,58930167,600001,58930167,1396895,2016-12,4132653432,4132653432,1396895,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-12,4497834351,4497834351,1396895,0,0,0,0,0,0
600000,70000075,600000,70000075,4530170387,2016-05,4620470577,4620470577,4530170387,313.87,1,0,313.87,7.2993,0
600000,106200515,600000,106200515,1396894,2016-07,4446850455,4446850455,1396894,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-02,4296224839,4296224839,1396902,807.23,147,9,5.4914,807.23,397.49
600001,58606667,600001,58606667,1396902,2016-03,4620470567,4620470567,1396902,730.27,254,15,2.8751,730.27,634.05
600001,58606667,600001,58606667,1396902,2016-04,4394627121,4394627121,1396902,"2,457.6",432,30,5.6889,0.4456,"1,790.55"
600001,58606667,600001,58606667,1396902,2016-05,4446851392,4446851392,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-05,4620470681,4620470681,1396902,"51,077.68","7,091",500,7.2032,0.3419,"15,245.32"
600001,58606667,600001,58606667,1396902,2016-06,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-07,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-10,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-10,4620470567,4620470567,1396902,528.73,132,8,4.0055,0.1841,225
600001,58606667,600001,58606667,1396902,2016-11,4620470552,4620470552,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-12,4620470565,4620470565,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-01,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-04,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-07,4620470525,4620470525,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-08,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-08,4620470567,4620470567,1396902,19.85,5,0,3.97,0.0694,18
600001,58606667,600001,58606667,1396902,2017-09,4296224839,4296224839,1396902,11.95,3,0,3.9833,0.0729,0
600001,58606667,600001,58606667,1396902,2017-10,3,3,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-10,4546310387,4546310387,1396902,"2,162.47",90,10,24.0274,"2,162.47",487
600001,58606667,600001,58606667,1396902,2018-01,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-01,4620470567,4620470567,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-03,4620470681,4620470681,1396902,"3,939.61",378,25,10.4222,0.149,297
600001,58606669,600001,58606669,1396902,2016-05,4215784943,4215784943,1396902,25.88,6,0,4.3133,0.008,0.99
600001,58606669,600001,58606669,1396902,2016-09,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606671,600001,58606671,1396902,2016-03,4215784943,4215784943,1396902,8.94,5,0,1.788,8.94,4.96
600001,58606671,600001,58606671,1396902,2016-07,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606671,600001,58606671,1396902,2016-09,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606672,600001,58606672,1396902,2016-04,4215784943,4215784943,1396902,448,17,1,26.3529,0.0664,42
600001,58606672,600001,58606672,1396902,2017-03,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2016-02,4215784943,4215784943,1396902,8.98,2,0,4.49,8.98,8.98
600001,58606674,600001,58606674,1396902,2016-08,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-01,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-09,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-10,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2018-02,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606676,600001,58606676,1396902,2016-04,4215784943,4215784943,1396902,2.99,1,0,2.99,0.0017,0
600001,58606676,600001,58606676,1396902,2018-02,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-02,4215784943,4215784943,1396895,"16,398.26","1,712",158,9.5784,"16,398.26","2,852.28"
600001,58930167,600001,58930167,1396895,2016-04,4620470681,4620470681,1396895,"70,835.3","8,675",768,8.1655,0.1377,"17,132.96"
600001,58930167,600001,58930167,1396895,2016-06,4132653432,4132653432,1396895,0,0,0,0,0,0
600001,58930167,600001,58930167,1396895,2016-06,4221124431,4221124431,1396895,"2,633.85",370,42,7.1185,0.3477,579.99
600001,58930167,600001,58930167,1396895,2016-06,4620470567,4620470567,1396895,"3,077.19","1,055",125,2.9168,0.2995,"1,090.17"
600001,58930167,600001,58930167,1396895,2016-07,4497834352,4497834352,1396895,19.31,4,0,4.8275,0.0648,12.91
600001,58930167,600001,58930167,1396895,2016-08,120330566,120330566,1396895,"1,639.97",455,45,3.6043,0.136,777.55
600001,58930167,600001,58930167,1396895,2016-09,4394627121,4394627121,1396895,"4,966.44","1,161",119,4.2777,0.2659,"1,909.69"
600001,58930167,600001,58930167,1396895,2016-09,4620470525,4620470525,1396895,457.71,115,10,3.9801,0.1515,194.9
600001,58930167,600001,58930167,1396895,2016-11,4215784943,4215784943,1396895,"12,257.95","2,077",179,5.9018,0.0575,"2,733"
600001,58930167,600001,58930167,1396895,2016-11,4221124431,4221124431,1396895,"1,290.52",211,21,6.1162,0.2957,225
600001,58930167,600001,58930167,1396895,2017-01,4215784943,4215784943,1396895,"19,013.65","2,548",218,7.4622,0.0855,"3,644"
600001,58930167,600001,58930167,1396895,2017-01,4221124431,4221124431,1396895,"1,738.41",190,22,9.1495,0.4137,205
600001,58930167,600001,58930167,1396895,2017-02,4394627121,4394627121,1396895,"4,602.76","1,308",117,3.5189,0.1971,"2,056"
600001,58930167,600001,58930167,1396895,2017-03,4620470681,4620470681,1396895,"104,495.51","13,216","1,240",7.9067,0.3373,"23,777"
600001,58930167,600001,58930167,1396895,2017-04,4296224839,4296224839,1396895,435.44,26,2,16.7477,0.0997,23
600001,58930167,600001,58930167,1396895,2017-04,4497834352,4497834352,1396895,31.19,4,1,7.7975,0.1106,1
600001,58930167,600001,58930167,1396895,2017-05,3774464440,3774464440,1396895,159.89,17,2,9.4053,0.0522,16
600000,70000075,600000,70000075,4530170387,2016-08,4620470577,4620470577,4530170387,0,0,0,0,0,0
600000,70000075,600000,70000075,4530170387,2017-07,4620470577,4620470577,4530170387,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-01,4394627121,4394627121,1396902,"2,581.71",701,44,3.6829,"2,581.71","1,902.24"
600001,58606667,600001,58606667,1396902,2016-01,4620470525,4620470525,1396902,462.95,104,6,4.4514,462.95,327.85
600001,58606667,600001,58606667,1396902,2016-03,4296224839,4296224839,1396902,587.81,104,7,5.652,587.81,367.39
600001,58606667,600001,58606667,1396902,2016-04,4446851392,4446851392,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-04,4620470681,4620470681,1396902,"61,467.85","9,636",679,6.379,0.3739,"21,141.75"
600001,58606667,600001,58606667,1396902,2016-05,4394627121,4394627121,1396902,"3,052.96",289,18,10.5639,0.6507,652.91
600001,58606667,600001,58606667,1396902,2016-06,3792577594,3792577594,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-07,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-08,4446851392,4446851392,1396902,"9,885.4","2,308",127,4.2831,0.2146,"5,960.11"
600001,58606667,600001,58606667,1396902,2016-09,4620470525,4620470525,1396902,204.66,73,4,2.8036,0.0992,114.11
600001,58606667,600001,58606667,1396902,2016-10,4296224839,4296224839,1396902,31.75,16,1,1.9844,0.035,24
600001,58606667,600001,58606667,1396902,2016-11,550042,550042,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-11,4620470567,4620470567,1396902,294.6,96,6,3.0688,0.1286,222
600001,58606667,600001,58606667,1396902,2017-01,550054,550054,1396902,65.03,12,1,5.4192,0.1541,65
600001,58606667,600001,58606667,1396902,2017-01,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-01,4270597459,4270597459,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-03,4446851392,4446851392,1396902,"5,359.54","1,109",74,4.8328,0.1719,"2,192"
600001,58606667,600001,58606667,1396902,2017-03,4620470681,4620470681,1396902,"72,624.75","13,939",829,5.2102,0.1832,"39,147"
600001,58606667,600001,58606667,1396902,2017-05,550054,550054,1396902,266.18,92,5,2.8933,0.0981,134
600001,58606667,600001,58606667,1396902,2017-05,3792577594,3792577594,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-05,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-06,4546310387,4546310387,1396902,"1,243.13",115,8,10.8098,"1,243.13",902
600001,58606667,600001,58606667,1396902,2017-06,4620470525,4620470525,1396902,3.45,3,0,1.15,0.0639,2
600001,58606667,600001,58606667,1396902,2017-07,4446851392,4446851392,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-08,4296224839,4296224839,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-08,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-09,550054,550054,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-09,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-09,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-10,4446851392,4446851392,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-10,4620470681,4620470681,1396902,143.59,1,0,143.59,0.0028,0
600001,58606667,600001,58606667,1396902,2017-11,4394627121,4394627121,1396902,737.23,235,14,3.1371,0.1397,478
600001,58606667,600001,58606667,1396902,2017-12,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-01,4296224839,4296224839,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-01,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-02,4620470681,4620470681,1396902,"3,278.98",433,27,7.5727,0.1089,632
600001,58606667,600001,58606667,1396902,2018-03,3,3,1396902,794.93,75,6,10.5991,0.2987,624
600001,58606667,600001,58606667,1396902,2018-04,550054,550054,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2018-04,4620470567,4620470567,1396902,0,0,0,0,0,0
600001,58606669,600001,58606669,1396902,2016-04,4215784943,4215784943,1396902,3.96,4,0,0.99,0.0011,1.98
600001,58606669,600001,58606669,1396902,2016-08,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606669,600001,58606669,1396902,2017-01,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606669,600001,58606669,1396902,2017-03,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606671,600001,58606671,1396902,2016-06,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606672,600001,58606672,1396902,2016-01,4215784943,4215784943,1396902,340,11,1,30.9091,340,79
600001,58606672,600001,58606672,1396902,2016-03,4620470681,4620470681,1396902,138,7,0,19.7143,138,18
600001,58606672,600001,58606672,1396902,2016-07,4620470681,4620470681,1396902,66,5,0,13.2,0.0305,36
600001,58606672,600001,58606672,1396902,2016-09,4215784943,4215784943,1396902,12,2,0,6,0.0021,6
600001,58606672,600001,58606672,1396902,2016-10,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606672,600001,58606672,1396902,2017-02,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2016-01,4620470681,4620470681,1396902,71.79,5,0,14.358,71.79,71.79
600001,58606674,600001,58606674,1396902,2016-07,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-04,4215784943,4215784943,1396902,24.99,1,0,24.99,0.0055,24
600001,58606674,600001,58606674,1396902,2017-06,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-08,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606674,600001,58606674,1396902,2017-11,4620470681,4620470681,1396902,0,0,0,0,0,0
600000,70000075,600000,70000075,4530170387,2016-10,4620470577,4620470577,4530170387,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-05,3792577594,3792577594,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-06,4394627121,4394627121,1396902,"1,764.76",301,19,5.863,0.4125,919.48
600001,58606667,600001,58606667,1396902,2016-07,4446851392,4446851392,1396902,"8,800.37","1,801",111,4.8864,0.2159,"4,849.61"
600001,58606667,600001,58606667,1396902,2016-07,4620470681,4620470681,1396902,"65,771.55","12,731",806,5.1663,0.3224,"36,340.66"
600001,58606667,600001,58606667,1396902,2016-08,4296224839,4296224839,1396902,4.95,4,0,1.2375,0.0037,3.96
600001,58606667,600001,58606667,1396902,2016-09,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-09,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-09,4620470567,4620470567,1396902,544.12,160,10,3.4008,0.1719,339.5
600001,58606667,600001,58606667,1396902,2016-11,4546310387,4546310387,1396902,102.17,23,1,4.4422,102.17,66
600001,58606667,600001,58606667,1396902,2016-11,4620470525,4620470525,1396902,23.57,20,1,1.1785,0.0223,15
600001,58606667,600001,58606667,1396902,2016-12,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2016-12,4620470567,4620470567,1396902,464.89,85,6,5.4693,0.2123,305
600001,58606667,600001,58606667,1396902,2017-02,4215784943,4215784943,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-02,4620470567,4620470567,1396902,158.86,68,4,2.3362,0.1079,88
600001,58606667,600001,58606667,1396902,2017-04,4620470681,4620470681,1396902,"51,639.2","9,451",584,5.4639,0.1478,"19,924"
600001,58606667,600001,58606667,1396902,2017-05,4394627121,4394627121,1396902,"2,502.31",317,20,7.8937,0.3139,919
600001,58606667,600001,58606667,1396902,2017-05,4546310387,4546310387,1396902,302.17,35,2,8.6334,302.17,191
600001,58606667,600001,58606667,1396902,2017-06,4272994532,4272994532,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-07,4296224839,4296224839,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-07,4446851393,4446851393,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-09,3,3,1396902,163.73,2,0,81.865,3.8983,163
600001,58606667,600001,58606667,1396902,2017-09,4394627121,4394627121,1396902,"1,042.53",221,15,4.7173,0.1861,824
600001,58606667,600001,58606667,1396902,2017-11,550054,550054,1396902,0,0,0,0,0,0
600001,58606667,600001,58606667,1396902,2017-11,3792577594,3792577594,1396902,0,0,0,0,0,0
